attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score
100.0,12.4,3,100.0,Secondary,Medium,Yes,Yes,70.07,81.84
96.07,5.03,2,32.86,Higher,High,No,Yes,68.48,45.82
68.46,7.82,0,88.47,Secondary,Low,No,No,84.79,59.84
85.27,12.2,2,100.0,Higher,Low,No,Yes,52.92,81.25
85.54,4.14,1,58.06,Secondary,Medium,No,Yes,71.88,63.01
93.34,5.62,3,100.0,Secondary,Low,No,Yes,61.11,59.87
100.0,6.84,0,100.0,Higher,Low,Yes,Yes,80.54,100.0
47.74,9.52,2,90.81,Higher,Low,Yes,Yes,55.84,82.34
28.09,5.0,2,73.03,Secondary,Medium,Yes,Yes,58.91,57.63
48.72,0.0,4,47.16,Secondary,High,No,Yes,71.64,60.39
86.82,0.12,0,92.77,Higher,Medium,No,Yes,92.57,67.43
85.34,5.52,4,79.76,Secondary,Low,Yes,Yes,71.89,69.96
60.78,,3,56.51,Secondary,Medium,Yes,Yes,65.45,49.47
68.21,0.0,3,80.37,Secondary,Low,No,Yes,66.34,50.18
54.14,8.27,1,100.0,Higher,High,No,Yes,68.38,87.48
72.32,9.8,3,74.35,Primary,Low,Yes,No,75.12,71.87
57.66,6.27,3,67.8,Primary,Medium,Yes,Yes,51.67,54.88
100.0,7.91,5,100.0,Higher,Low,No,Yes,47.74,84.18
100.0,4.04,2,40.95,Secondary,Medium,Yes,No,65.75,48.74
93.09,8.77,0,78.19,Higher,High,Yes,Yes,99.58,92.83
75.78,0.42,4,58.75,Higher,High,No,Yes,100.0,55.54
100.0,12.29,4,86.84,Secondary,Low,Yes,Yes,33.54,62.94
77.47,2.94,3,100.0,none,Medium,Yes,Yes,79.29,57.89
79.03,3.0,2,70.04,Primary,Low,Yes,Yes,29.95,53.38
31.8,1.59,0,72.89,Secondary,Medium,No,Yes,98.85,40.0
81.52,2.78,5,67.39,none,Medium,No,Yes,76.2,52.03
42.72,2.54,0,81.8,Secondary,Medium,Yes,Yes,55.39,65.19
64.93,1.28,5,100.0,Secondary,Low,Yes,Yes,65.48,50.14
79.22,5.06,1,75.82,Higher,Low,No,Yes,67.27,54.37
52.53,4.83,0,100.0,none,High,Yes,Yes,76.98,69.57
86.97,4.0,2,75.82,Secondary,Medium,No,Yes,91.16,60.3
100.0,8.8,1,26.26,Higher,High,Yes,Yes,60.64,65.34
52.9,11.1,0,85.97,Secondary,Medium,Yes,Yes,72.47,58.63
77.93,4.18,3,95.25,Higher,Low,No,Yes,36.66,59.19
43.84,11.08,1,33.97,Secondary,Low,Yes,Yes,100.0,62.78
45.83,0.0,4,51.2,Higher,High,Yes,Yes,92.31,32.59
82.75,6.33,0,89.9,Secondary,Low,No,Yes,97.77,85.74
92.84,8.79,1,100.0,Higher,High,Yes,Yes,100.0,89.18
37.27,6.95,5,49.19,none,Low,No,Yes,77.9,36.31
100.0,7.31,3,26.79,Secondary,Medium,Yes,Yes,95.99,61.8
62.58,4.08,1,84.85,Higher,Low,No,Yes,91.98,71.52
80.19,8.33,0,39.78,Secondary,Low,No,Yes,93.79,74.0
61.65,8.19,0,86.07,Secondary,Low,Yes,Yes,72.15,59.0
,4.27,3,51.73,Higher,Low,No,Yes,65.26,43.64
100.0,8.9,1,80.37,Higher,Medium,No,Yes,5.11,72.29
100.0,9.39,0,59.35,Secondary,Low,No,No,72.26,80.57
33.74,2.09,0,82.31,Secondary,Medium,No,No,85.85,62.12
60.91,6.99,2,84.38,Secondary,Low,Yes,Yes,84.99,47.64
100.0,5.81,1,47.41,Higher,Medium,Yes,Yes,51.26,55.68
64.17,6.08,1,40.47,Secondary,High,No,No,84.27,48.93
85.57,7.49,2,83.87,Higher,Low,No,Yes,31.99,49.8
100.0,6.52,2,68.02,Secondary,Medium,Yes,Yes,98.09,81.39
96.33,4.13,0,91.79,none,Low,No,Yes,67.5,80.43
10.0,2.31,0,59.87,Secondary,Low,Yes,Yes,31.88,21.02
83.35,2.02,4,61.9,Primary,Low,Yes,Yes,68.47,59.88
100.0,14.79,0,100.0,Higher,High,No,Yes,98.94,100.0
75.73,9.1,5,61.58,Primary,Low,Yes,Yes,48.15,63.11
48.97,8.43,1,50.5,Higher,Low,Yes,Yes,58.91,70.07
49.45,3.41,2,81.97,Higher,High,Yes,Yes,54.98,53.48
70.02,6.7,3,95.01,Primary,Low,Yes,Yes,87.17,82.47
91.88,11.28,1,100.0,Higher,Medium,Yes,Yes,74.3,69.85
100.0,8.31,5,79.41,Secondary,High,No,Yes,82.68,63.48
67.76,2.06,1,43.7,Secondary,High,No,Yes,53.79,43.25
89.05,3.83,1,59.86,Secondary,Low,No,Yes,80.3,62.32
36.39,4.15,3,37.75,Secondary,High,No,Yes,60.89,28.51
32.88,3.39,3,95.11,Primary,High,Yes,Yes,98.49,64.11
62.58,7.1,0,80.73,Higher,Low,No,Yes,100.0,85.15
86.14,3.13,0,100.0,Secondary,Low,No,Yes,55.58,76.47
72.84,10.35,2,52.12,Secondary,Medium,Yes,Yes,80.65,72.05
76.33,10.6,0,100.0,none,Low,No,Yes,39.78,92.61
68.14,5.95,3,100.0,Secondary,High,No,Yes,59.93,55.17
74.31,3.13,1,32.85,Secondary,High,Yes,Yes,76.97,29.38
67.65,6.69,2,93.32,none,Low,No,Yes,95.13,64.76
41.26,1.22,0,62.97,Secondary,Low,Yes,Yes,72.6,38.13
37.71,3.88,1,45.64,Secondary,Medium,Yes,Yes,49.77,45.49
100.0,4.89,3,66.8,Secondary,High,No,Yes,91.15,67.51
54.42,6.03,0,89.34,Primary,Medium,Yes,Yes,100.0,80.2
68.99,3.53,3,71.6,Secondary,Low,No,Yes,88.97,48.84
100.0,6.47,0,64.17,Primary,Low,Yes,Yes,100.0,83.78
68.26,8.0,4,86.21,Secondary,Medium,Yes,Yes,81.62,68.54
96.94,5.69,1,38.62,Secondary,High,Yes,Yes,100.0,60.26
52.8,6.69,0,48.62,Higher,Low,No,No,78.45,47.9
100.0,5.62,1,68.42,Secondary,Medium,No,Yes,88.3,74.57
80.68,9.23,0,77.63,Higher,Low,Yes,No,65.92,80.85
74.33,13.0,3,97.87,Primary,High,No,No,78.77,62.27
70.88,1.82,2,56.4,Secondary,Low,No,Yes,42.19,26.46
94.13,6.54,2,100.0,Secondary,Low,Yes,Yes,90.77,64.22
80.91,4.21,5,100.0,Higher,Low,No,Yes,92.84,63.16
10.0,5.42,1,75.15,Secondary,High,No,Yes,35.72,42.9
63.8,4.7,5,59.24,Primary,Medium,Yes,Yes,100.0,69.12
83.05,2.99,2,97.94,Higher,Low,Yes,Yes,100.0,69.68
50.79,6.5,3,35.15,Secondary,High,Yes,No,100.0,58.66
62.4,10.68,0,63.42,Secondary,Low,Yes,Yes,100.0,73.77
65.3,3.13,1,100.0,none,Low,No,Yes,85.74,74.54
100.0,2.93,4,61.97,Secondary,Low,Yes,Yes,81.36,57.4
89.95,0.23,1,100.0,Primary,Medium,Yes,No,82.36,72.84
83.23,2.43,3,58.48,Secondary,Medium,No,No,47.52,53.13
45.86,10.81,5,58.43,Secondary,Low,Yes,Yes,100.0,57.91
57.88,13.42,0,100.0,Higher,Medium,Yes,Yes,100.0,91.32
96.26,11.32,1,33.85,none,High,No,Yes,64.9,70.41
91.5,7.48,4,100.0,Secondary,Low,No,Yes,58.54,76.63
39.49,6.5,0,99.14,Higher,Low,No,Yes,65.29,57.31
100.0,9.45,3,52.35,Primary,Medium,No,Yes,91.18,83.18
53.48,5.4,1,95.13,Secondary,Low,No,Yes,100.0,66.15
83.96,6.45,3,87.85,Higher,High,No,Yes,66.61,74.11
100.0,0.0,0,54.47,Primary,Medium,No,Yes,94.74,47.96
64.54,14.6,4,100.0,Secondary,Low,No,Yes,53.8,75.88
79.19,7.38,4,84.07,Secondary,Low,Yes,Yes,72.02,58.24
61.03,11.07,0,58.97,Secondary,Low,No,Yes,53.31,67.76
79.38,2.82,2,100.0,Higher,Medium,Yes,Yes,80.23,67.34
100.0,6.33,0,59.08,Secondary,Low,Yes,Yes,100.0,64.29
70.14,5.39,3,63.74,Secondary,Low,No,Yes,70.37,60.2
67.64,0.0,3,75.35,Secondary,Medium,No,Yes,50.6,49.9
100.0,6.95,2,80.76,none,High,Yes,Yes,58.84,67.87
43.42,8.26,0,52.06,Secondary,Low,No,Yes,79.62,72.76
77.08,10.51,2,62.24,Primary,High,No,Yes,72.23,84.87
56.81,8.23,0,100.0,Secondary,Low,Yes,Yes,61.29,61.64
69.05,7.27,2,88.9,Primary,Medium,Yes,No,72.23,69.97
52.82,3.71,3,40.39,Secondary,High,Yes,Yes,100.0,43.43
39.28,3.36,4,83.38,Secondary,Low,No,Yes,76.08,41.73
19.79,9.64,1,86.57,Secondary,Low,Yes,Yes,61.1,54.47
63.68,10.75,4,57.59,Secondary,Medium,Yes,Yes,100.0,65.87
80.7,9.13,2,76.74,Secondary,High,Yes,Yes,47.74,54.44
95.33,2.62,3,76.22,Higher,Low,Yes,Yes,84.49,59.16
41.61,7.49,5,100.0,Higher,Medium,Yes,Yes,57.04,74.93
78.81,0.7,0,100.0,Higher,Low,Yes,Yes,100.0,78.69
88.98,11.32,2,57.06,Secondary,Low,No,Yes,55.61,64.64
84.0,0.93,5,68.94,Secondary,Low,Yes,Yes,58.33,52.82
81.44,2.92,3,42.61,Secondary,High,Yes,Yes,80.04,60.17
20.94,11.98,0,50.29,Secondary,Medium,Yes,Yes,55.14,40.42
72.01,8.18,4,93.75,Higher,Low,No,Yes,82.47,70.56
72.94,2.93,3,21.77,Higher,Low,Yes,Yes,63.47,43.25
88.63,6.23,2,71.02,Secondary,High,No,Yes,87.79,81.05
100.0,14.44,4,90.17,none,Low,Yes,Yes,79.79,75.71
68.52,5.28,2,100.0,Primary,Low,Yes,Yes,76.56,71.5
66.38,5.19,1,83.04,Secondary,Low,Yes,Yes,34.45,52.79
78.26,1.55,3,93.86,Primary,Medium,Yes,Yes,89.29,59.82
75.54,5.5,5,0.0,Higher,Low,Yes,Yes,100.0,45.62
85.81,5.95,3,51.11,Secondary,Medium,Yes,Yes,54.62,41.63
88.23,9.79,3,77.51,Secondary,Medium,Yes,Yes,44.44,68.73
70.6,6.72,3,76.31,Higher,Low,Yes,Yes,84.13,69.46
87.48,7.43,0,51.32,Higher,Medium,Yes,Yes,33.78,64.56
69.53,8.64,3,61.5,none,Medium,No,Yes,59.23,48.28
38.74,8.95,2,100.0,Higher,Low,Yes,Yes,85.14,62.02
46.09,5.48,3,69.13,Secondary,High,No,Yes,84.57,49.17
16.63,5.13,1,79.42,Secondary,Low,Yes,Yes,45.1,61.75
100.0,7.98,4,79.08,Higher,Medium,No,Yes,51.79,71.27
100.0,9.45,3,75.6,Primary,Low,No,Yes,100.0,98.26
100.0,10.15,2,76.74,Secondary,Low,No,No,73.3,79.64
69.59,4.17,2,95.47,Higher,Medium,Yes,Yes,93.76,81.62
99.42,3.67,0,71.91,Secondary,High,Yes,Yes,76.71,71.88
97.44,12.6,5,76.19,Secondary,Low,No,No,64.41,68.76
38.65,8.59,1,65.96,Secondary,Medium,No,Yes,60.84,56.3
55.34,3.36,3,70.2,Higher,High,No,Yes,79.42,63.34
88.44,10.82,1,68.46,Secondary,Low,Yes,Yes,99.21,84.85
62.77,0.0,0,42.22,Secondary,High,Yes,Yes,86.49,55.96
57.32,6.18,2,89.92,Secondary,Medium,No,Yes,72.75,52.5
95.59,3.29,3,66.07,Primary,Medium,No,Yes,66.37,55.09
54.29,2.57,3,82.14,Primary,High,Yes,Yes,100.0,55.15
100.0,10.85,0,71.18,Secondary,Medium,No,Yes,31.04,66.52
100.0,7.98,3,53.34,Secondary,Low,No,Yes,79.19,72.69
69.66,3.67,0,38.97,Higher,Low,Yes,Yes,95.34,45.74
100.0,15.0,4,100.0,Higher,Medium,No,Yes,85.48,87.47
79.66,4.39,0,67.97,Higher,Low,Yes,Yes,92.53,67.72
64.6,7.01,2,81.65,Secondary,Medium,No,Yes,60.19,81.36
100.0,2.79,0,100.0,Higher,Medium,No,No,79.8,71.92
84.76,15.0,4,72.23,Secondary,Medium,Yes,No,100.0,67.84
52.64,3.31,3,85.77,Secondary,Low,Yes,Yes,65.11,55.41
86.5,2.24,1,64.8,none,Low,Yes,Yes,48.56,71.37
100.0,6.15,4,93.88,Secondary,Medium,No,Yes,68.26,84.3
75.06,13.18,0,52.33,none,High,Yes,Yes,92.02,81.42
80.24,0.52,2,52.63,Higher,Medium,No,Yes,83.79,35.85
67.51,2.14,0,41.72,Secondary,Medium,No,No,50.11,57.39
83.8,8.66,1,66.71,Secondary,Medium,Yes,Yes,100.0,67.46
50.56,0.46,3,96.73,Secondary,Low,Yes,Yes,76.76,34.75
55.11,11.29,3,64.08,Higher,Medium,Yes,No,92.72,83.35
66.44,5.31,2,100.0,Secondary,Low,No,Yes,48.7,72.46
79.19,6.05,0,100.0,Primary,Medium,Yes,Yes,79.1,79.21
100.0,3.34,2,76.76,Secondary,Low,Yes,No,92.74,68.34
71.32,3.68,4,100.0,none,Low,Yes,Yes,86.99,57.62
95.69,3.63,3,56.1,Secondary,High,No,Yes,37.09,50.69
63.99,9.15,3,100.0,Primary,Medium,No,Yes,40.94,68.31
89.72,10.49,1,77.8,Primary,High,No,Yes,100.0,79.3
100.0,12.07,1,61.93,Secondary,Medium,No,Yes,100.0,83.39
72.12,6.42,4,79.8,Secondary,Medium,No,Yes,94.3,39.49
83.78,4.61,4,82.64,Primary,High,No,Yes,77.18,51.41
60.34,3.73,3,100.0,none,Low,Yes,Yes,77.06,72.14
89.66,0.0,1,76.58,Secondary,High,No,Yes,57.62,59.57
10.0,0.0,2,78.82,Secondary,Low,Yes,No,29.84,18.17
34.35,5.42,3,98.78,Higher,Low,No,Yes,32.13,42.11
89.32,6.11,4,69.6,Higher,High,Yes,Yes,71.63,50.62
34.1,4.7,0,54.64,Higher,Low,No,Yes,70.15,27.41
62.78,6.62,0,52.67,Higher,Low,No,Yes,50.36,58.85
100.0,15.0,4,61.23,Secondary,Medium,Yes,Yes,46.58,79.79
96.6,6.11,4,71.45,Secondary,Low,No,No,84.47,69.3
100.0,9.31,1,100.0,Secondary,High,Yes,Yes,68.52,88.38
76.88,6.88,1,56.34,Secondary,Medium,No,Yes,49.99,57.02
72.93,3.44,2,100.0,Secondary,Low,No,Yes,73.11,54.01
75.25,3.72,2,71.74,Primary,Low,Yes,Yes,43.29,66.52
51.88,4.34,0,26.33,Higher,Low,Yes,Yes,55.6,40.57
69.67,13.97,0,45.46,Primary,Low,Yes,Yes,70.7,68.68
43.49,4.96,1,59.01,Secondary,Medium,Yes,Yes,56.66,54.68
100.0,12.31,3,92.06,Secondary,Low,Yes,Yes,100.0,100.0
93.46,4.6,1,100.0,Secondary,Medium,Yes,Yes,10.15,56.51
45.99,6.25,1,62.84,Secondary,Low,No,Yes,93.18,36.3
58.37,5.04,2,37.96,Primary,High,Yes,Yes,100.0,43.97
84.76,4.81,1,44.99,Secondary,High,Yes,Yes,100.0,50.62
81.78,5.44,2,30.1,Secondary,Low,No,No,42.96,45.17
48.76,5.44,0,37.67,Secondary,Low,Yes,Yes,90.63,60.25
76.65,8.98,0,85.78,Higher,Medium,No,Yes,96.62,79.26
89.28,0.0,4,100.0,Secondary,Low,No,Yes,76.95,61.94
90.0,15.0,3,60.88,Higher,Medium,No,Yes,100.0,72.67
100.0,9.37,2,37.2,Primary,High,Yes,Yes,30.09,62.88
81.25,0.0,2,76.25,Primary,Medium,No,Yes,95.79,58.42
43.98,4.55,1,59.55,Secondary,Low,No,Yes,43.32,52.12
48.39,7.14,4,56.25,Secondary,Low,Yes,Yes,99.06,41.49
100.0,1.88,2,100.0,Higher,High,No,Yes,47.37,63.59
100.0,0.0,2,69.1,Secondary,Low,No,Yes,62.85,44.58
74.13,6.46,3,67.62,Higher,Low,Yes,Yes,73.4,57.04
84.56,8.93,0,68.25,Higher,Low,Yes,Yes,47.31,88.6
77.33,5.3,0,65.58,Secondary,Low,Yes,No,63.98,66.14
67.55,11.5,0,84.39,none,Medium,No,Yes,95.49,76.98
37.72,7.85,2,28.01,Higher,Low,No,Yes,63.84,48.43
86.93,0.72,0,100.0,Primary,High,No,Yes,62.8,49.25
100.0,0.22,3,100.0,Secondary,High,No,Yes,100.0,68.76
79.26,3.52,0,100.0,Secondary,Low,No,Yes,54.78,64.52
67.45,11.73,1,63.29,Secondary,Low,No,Yes,45.53,59.84
64.21,3.31,5,73.83,Secondary,Medium,No,Yes,50.05,42.89
87.42,0.0,0,75.75,Secondary,Low,No,Yes,49.02,51.05
100.0,3.9,3,100.0,Secondary,Low,No,Yes,100.0,36.31
88.32,6.42,3,54.04,Secondary,Low,Yes,Yes,100.0,59.31
28.26,6.65,3,67.77,Secondary,High,Yes,Yes,77.99,30.81
100.0,15.0,3,70.57,Secondary,Low,Yes,Yes,68.96,82.3
95.83,5.56,2,75.5,Secondary,Low,No,Yes,80.72,72.72
70.5,3.57,2,29.86,Secondary,High,No,Yes,40.76,24.97
61.74,3.13,3,60.42,Secondary,Low,No,Yes,79.21,45.9
63.83,12.2,1,31.07,Higher,Low,Yes,Yes,52.19,55.04
96.57,5.88,0,85.88,Higher,Medium,Yes,Yes,68.92,68.45
25.61,6.28,0,37.58,Secondary,Medium,No,Yes,100.0,46.57
87.84,0.0,4,74.18,Secondary,High,Yes,Yes,100.0,63.59
82.01,5.17,0,86.61,Secondary,Low,No,Yes,100.0,80.5
81.66,4.46,2,74.66,Secondary,Low,No,Yes,100.0,54.8
45.93,7.53,4,39.25,Primary,Low,Yes,Yes,73.87,30.92
32.4,0.0,3,100.0,Secondary,Low,Yes,Yes,100.0,56.61
100.0,8.17,2,41.25,Secondary,Low,Yes,Yes,69.71,77.54
78.32,11.88,2,100.0,Secondary,High,Yes,Yes,55.54,85.93
100.0,4.21,1,76.92,Secondary,Low,Yes,Yes,94.94,71.63
97.58,1.4,3,61.87,Higher,Medium,No,Yes,57.02,67.69
77.81,9.99,4,88.12,Secondary,Low,Yes,Yes,100.0,85.62
80.8,0.36,3,65.64,Secondary,Low,No,Yes,75.26,68.1
100.0,10.15,5,58.94,none,Low,Yes,Yes,100.0,70.72
100.0,11.98,2,78.14,Secondary,Low,Yes,Yes,93.27,85.33
86.9,6.58,5,86.72,Higher,Low,No,Yes,100.0,71.71
100.0,7.35,0,56.2,Primary,Medium,Yes,Yes,80.69,56.31
100.0,6.43,2,60.63,Secondary,Low,No,Yes,67.1,74.25
83.24,4.34,5,74.08,Secondary,Medium,No,Yes,92.8,57.33
59.91,8.88,0,45.5,none,Low,Yes,Yes,40.4,55.93
87.43,6.04,4,29.68,Secondary,High,No,Yes,100.0,53.7
56.29,5.65,2,100.0,Secondary,Low,No,Yes,99.66,62.84
65.49,5.65,2,53.46,Secondary,Medium,No,Yes,88.88,50.04
84.94,4.81,3,60.93,Higher,High,Yes,Yes,94.11,64.68
73.02,1.85,3,95.49,Secondary,Low,Yes,Yes,71.98,76.78
100.0,6.69,1,100.0,Higher,Low,Yes,Yes,75.74,86.18
58.49,6.01,0,47.11,Secondary,Low,Yes,Yes,78.04,75.67
21.8,4.33,1,77.57,none,Low,No,Yes,89.95,56.01
100.0,3.24,1,52.95,Primary,Medium,No,Yes,72.1,45.19
76.19,8.92,2,90.35,Higher,High,No,Yes,52.92,88.49
,7.32,4,86.67,Secondary,High,Yes,Yes,66.3,81.51
55.29,0.67,1,34.47,Secondary,Medium,No,Yes,93.22,26.13
27.91,3.04,4,98.1,Primary,Low,Yes,Yes,91.95,60.87
54.53,14.44,3,71.77,Higher,Low,Yes,Yes,66.65,64.55
89.25,1.22,2,67.42,Secondary,Medium,No,Yes,100.0,64.26
69.97,2.7,0,38.19,Higher,High,Yes,Yes,78.79,62.67
66.69,4.01,0,65.09,Primary,Low,No,Yes,76.88,54.71
32.52,10.99,1,73.38,Secondary,Low,Yes,No,100.0,60.42
100.0,11.88,1,65.99,Primary,Low,Yes,Yes,52.84,87.45
73.52,0.7,4,99.79,Secondary,Medium,Yes,Yes,79.97,53.74
100.0,0.0,0,100.0,Secondary,High,No,Yes,75.86,55.88
84.17,3.91,4,58.87,none,High,Yes,No,100.0,74.96
100.0,6.01,1,26.91,Secondary,Low,Yes,Yes,96.42,68.77
57.06,13.19,1,67.54,Higher,Low,No,Yes,61.17,80.26
37.14,1.27,5,72.97,Higher,Low,Yes,Yes,33.1,50.18
70.34,10.89,0,54.33,Secondary,Medium,Yes,Yes,98.71,63.79
89.0,7.99,3,50.5,Secondary,Low,Yes,Yes,100.0,52.62
91.72,8.55,2,100.0,Secondary,Medium,No,Yes,93.09,84.84
84.86,7.92,1,89.86,Secondary,Medium,Yes,Yes,65.57,73.07
100.0,9.05,0,50.79,none,High,Yes,Yes,83.62,53.16
84.8,10.2,0,100.0,none,Medium,Yes,Yes,63.06,69.94
67.25,5.63,3,82.18,Secondary,Medium,Yes,No,49.89,43.04
69.16,1.91,0,77.87,Secondary,Low,Yes,Yes,89.35,67.52
54.87,10.72,5,66.02,Higher,High,No,Yes,17.14,42.49
82.33,2.24,0,52.49,Higher,High,Yes,Yes,82.59,83.6
100.0,5.07,1,62.89,Secondary,Low,Yes,Yes,88.32,89.06
100.0,5.52,1,65.19,Primary,Medium,Yes,Yes,100.0,66.37
67.58,7.66,3,76.41,Secondary,Low,No,Yes,87.52,70.73
73.68,8.2,1,59.56,Secondary,Low,Yes,Yes,69.25,49.94
58.96,2.9,0,60.78,none,Low,No,Yes,100.0,57.5
99.21,12.86,1,77.77,none,Low,Yes,Yes,59.01,86.68
44.14,11.81,1,76.83,none,Low,No,Yes,59.61,66.27
56.95,6.89,0,67.02,Primary,Low,No,Yes,51.53,62.7
10.0,5.86,1,93.85,Primary,Medium,Yes,No,90.45,76.97
45.52,2.76,3,56.11,Primary,High,Yes,Yes,49.29,32.26
60.22,5.88,0,100.0,Primary,Low,Yes,Yes,83.69,85.59
62.23,6.0,0,100.0,Secondary,Low,Yes,Yes,98.98,70.11
42.63,0.0,3,72.05,Higher,Medium,No,Yes,100.0,70.45
46.75,9.37,1,81.88,Higher,Medium,No,Yes,58.49,90.56
100.0,14.96,1,85.35,none,Low,Yes,Yes,70.59,88.03
55.5,4.24,4,77.42,Higher,Low,Yes,Yes,59.55,43.5
29.77,6.07,0,47.41,none,Low,Yes,Yes,42.29,49.32
48.93,10.72,4,34.21,Secondary,Low,No,Yes,44.04,37.33
49.26,2.21,0,100.0,Secondary,High,Yes,Yes,38.67,68.12
73.24,0.0,1,59.6,Secondary,Medium,Yes,Yes,100.0,29.33
83.99,5.56,4,92.32,Higher,Low,Yes,Yes,82.82,74.37
41.16,9.63,3,30.16,Secondary,Medium,No,Yes,76.24,39.12
82.51,3.41,1,77.97,Secondary,Medium,Yes,Yes,44.95,41.24
100.0,,0,75.1,Primary,Low,No,Yes,68.31,60.86
100.0,0.75,3,100.0,Primary,Medium,Yes,Yes,64.94,45.74
89.48,0.0,3,42.99,Higher,Medium,No,Yes,62.1,58.16
85.19,9.49,0,38.53,none,Low,No,Yes,41.15,56.76
67.08,14.86,5,42.2,Secondary,Medium,No,Yes,74.67,69.89
100.0,11.3,2,99.88,none,High,No,Yes,59.33,86.04
85.73,7.57,0,56.05,Higher,Low,No,Yes,64.65,60.92
54.89,3.65,1,45.21,none,Medium,No,Yes,79.02,51.94
71.23,10.82,5,94.04,Higher,Low,No,Yes,100.0,66.66
58.11,8.04,0,67.4,Secondary,Medium,Yes,Yes,100.0,75.45
71.53,1.62,1,61.14,Secondary,Medium,Yes,Yes,93.81,77.6
100.0,0.01,2,100.0,Primary,Medium,No,Yes,73.94,68.18
70.59,1.13,0,92.91,none,Medium,Yes,Yes,45.44,52.18
55.14,4.96,4,98.13,Secondary,Medium,No,No,100.0,55.76
100.0,8.02,0,71.68,Secondary,Low,Yes,Yes,72.08,76.61
100.0,8.47,2,88.92,Secondary,High,Yes,Yes,72.29,78.97
55.37,3.25,0,72.5,Secondary,High,Yes,Yes,65.02,41.99
100.0,6.0,2,82.86,Primary,High,No,Yes,85.06,61.68
99.06,9.49,0,66.18,Secondary,Low,Yes,Yes,76.45,70.08
61.2,7.07,2,99.97,Secondary,High,Yes,Yes,100.0,71.78
100.0,3.09,5,39.85,Primary,Low,No,Yes,100.0,28.27
44.2,2.18,1,91.31,Secondary,Low,Yes,Yes,73.21,51.82
62.96,0.0,4,60.99,none,Low,No,Yes,63.31,29.17
47.63,1.98,2,76.41,Secondary,High,No,Yes,66.82,49.8
50.58,6.41,2,54.66,Secondary,Low,Yes,No,78.22,52.78
96.28,7.28,0,91.09,Primary,Low,Yes,Yes,71.47,67.29
74.63,13.28,2,86.37,Higher,Medium,Yes,Yes,87.68,66.7
47.22,9.19,1,55.37,Secondary,Low,Yes,Yes,43.33,40.87
60.26,8.35,3,86.66,Higher,Low,Yes,Yes,97.74,72.44
58.38,7.55,3,48.18,Primary,High,Yes,Yes,84.7,50.33
81.27,0.09,0,100.0,Secondary,Low,No,Yes,67.84,57.97
100.0,0.0,0,78.12,Secondary,Low,No,Yes,97.72,61.48
80.14,12.01,1,85.98,Secondary,Low,No,Yes,86.48,95.86
81.8,2.21,1,100.0,Secondary,Low,Yes,Yes,44.54,63.95
100.0,11.8,5,59.07,Secondary,Medium,No,Yes,54.33,71.95
61.43,2.1,4,77.64,Primary,Medium,Yes,Yes,67.19,54.76
100.0,10.64,4,35.72,Secondary,Low,Yes,Yes,86.88,90.97
64.39,7.61,0,55.54,Secondary,Medium,Yes,Yes,90.82,61.3
65.99,12.04,1,48.37,Higher,Medium,Yes,Yes,84.46,74.91
66.76,0.0,2,82.54,Secondary,Low,Yes,No,68.31,76.4
72.32,9.77,0,69.27,Primary,High,Yes,Yes,75.89,77.97
70.63,0.0,1,100.0,Secondary,Medium,No,Yes,100.0,56.96
83.96,7.42,3,41.7,Secondary,Medium,No,Yes,89.1,59.91
64.39,4.54,1,80.53,Secondary,Low,Yes,Yes,64.08,63.03
77.51,10.03,5,32.76,Higher,High,Yes,Yes,60.25,51.11
34.71,5.14,1,87.01,Secondary,Low,Yes,Yes,86.28,50.86
94.56,2.98,0,33.5,Higher,Low,No,Yes,75.57,59.15
100.0,5.84,0,97.2,Secondary,Medium,Yes,Yes,86.42,92.44
80.54,3.32,1,8.65,Secondary,Low,Yes,No,40.13,13.8
93.7,4.89,3,18.63,Higher,High,Yes,Yes,63.48,53.93
54.06,4.27,5,94.67,none,Medium,No,Yes,57.31,35.85
100.0,1.34,0,87.72,Higher,Low,Yes,Yes,54.18,60.03
79.75,9.5,1,83.02,Secondary,Medium,No,Yes,57.44,83.12
34.87,4.01,3,73.84,Secondary,High,No,Yes,79.69,44.56
100.0,7.11,3,78.7,Secondary,Low,Yes,Yes,100.0,80.39
92.94,9.1,0,67.54,Secondary,High,No,No,85.3,77.26
100.0,3.06,3,100.0,Higher,Medium,Yes,Yes,100.0,75.42
100.0,8.58,1,100.0,Secondary,Low,No,No,71.42,92.01
100.0,4.87,3,97.21,Secondary,Low,Yes,Yes,100.0,99.44
86.85,4.62,1,78.46,Higher,Medium,No,Yes,46.9,48.66
92.83,8.79,1,70.96,Higher,High,No,Yes,70.43,58.56
48.03,6.31,2,59.37,Higher,High,No,Yes,79.84,53.94
68.07,6.36,2,99.8,none,Medium,No,Yes,64.15,59.87
100.0,,3,97.43,Secondary,High,No,Yes,49.44,57.58
31.81,5.51,0,100.0,Primary,High,No,Yes,66.72,60.94
82.76,8.54,1,63.48,Higher,High,No,Yes,86.64,68.53
74.01,3.7,0,100.0,Secondary,Low,No,Yes,77.98,69.61
96.33,7.77,1,66.24,Secondary,Low,No,Yes,88.52,83.69
79.97,6.02,3,62.74,Primary,Low,Yes,Yes,64.42,60.65
